write_info	1.0
write_demog	1.0
write_epi	1.0
write_final	1.0
Nsets	5.0
Nreps	10.0
dur_p	0.25
Dmax	25.4
D50	3058.0
Dk	0.41
dur_d	0.75
beta_p	2.76
betamax	0.317
beta50	13938.0
betak	1.02
beta_d	0.76
rho	3.46
lifeExpectancy	50.0
dt	0.01
start_time	-5.0
report_from	-2.0
report_every	0.1
end_time	20.0
set	1
pop_size	1000.0
sigma_e	0.5
sigma_m	0.3
start_mu	4.5
contact_rate	0.5
proportionCore	0.2
nonCore_rateMultiplier	0.3
assortativity	0.8
rep	1
t	n_Uninfected_nonCore	n_Uninfected_Core	n_Infected_nonCore	n_Infected_Core	newInfections	ViralLoad_mean
9.0	775	183	17	17	1	4.46439069792
9.1	777	178	18	22	1	4.53047369569
9.2	775	164	18	36	1	4.53984574672
9.3	775	156	16	43	0	4.59147234238
9.4	777	153	16	47	0	4.63073305558
9.5	776	147	17	52	1	4.61466301777
9.6	773	139	20	59	3	4.6595484467
9.7	769	130	23	68	3	4.70462470429
9.8	768	125	25	72	0	4.67914206844
9.9	766	117	27	80	0	4.67681456602
10.0	759	113	30	85	0	4.66179164498
10.1	758	112	31	88	2	4.68165296924
10.2	754	107	34	93	1	4.6797610818
10.3	755	102	34	98	0	4.68840882027
10.4	758	102	34	97	0	4.71863463768
10.5	758	99	35	100	2	4.72898904885
10.6	754	97	37	103	2	4.73208612587
10.7	751	92	39	108	0	4.73084234355
10.8	752	91	39	110	0	4.73433847173
10.9	749	89	40	111	0	4.74109984122
11.0	748	87	41	113	0	4.73908738169
11.1	744	84	44	116	0	4.74581251649
11.2	742	79	45	121	0	4.73319834574
11.3	738	77	47	122	0	4.72431328731
11.4	733	75	50	124	1	4.72563777932
11.5	730	75	57	125	2	4.69523709658
11.6	725	73	60	126	0	4.70472808421
11.7	723	71	61	128	1	4.71408303788
11.8	724	71	63	127	0	4.71378331088
11.9	717	69	69	130	0	4.73008545951
12.0	715	67	73	129	0	4.72257408461
12.1	705	67	77	130	1	4.72562995515
12.2	700	63	81	134	1	4.73193512119
12.3	693	60	85	134	3	4.74873058597
12.4	689	56	87	139	0	4.75064779447
12.5	688	54	88	139	1	4.74081381866
12.6	683	49	94	144	1	4.74938842951
12.7	678	46	98	147	0	4.75100871069
12.8	671	44	100	147	1	4.74825463375
12.9	667	43	105	148	0	4.73723054411
13.0	662	41	107	149	0	4.74693875347
13.1	659	40	109	148	0	4.74682278527
13.2	657	39	112	148	0	4.7354241965
13.3	656	37	115	147	0	4.73415077096
13.4	653	36	118	146	0	4.72926770966
13.5	652	33	120	150	0	4.72651723328
13.6	643	34	126	151	1	4.73485184392
13.7	644	32	129	148	0	4.71606971713
13.8	639	29	132	150	1	4.71848756874
13.9	638	28	135	150	0	4.71462194995
14.0	637	27	139	151	2	4.71825819781
14.1	633	24	140	154	0	4.72600125731
14.2	628	23	145	153	1	4.73012031726
14.3	629	22	144	153	0	4.71783386632
14.4	624	22	146	152	0	4.72521538408
14.5	620	23	148	151	0	4.72808970785
14.6	615	22	150	151	0	4.74499331275
14.7	614	21	152	149	1	4.73945440127
14.8	611	19	152	149	0	4.73382884018
14.9	605	17	157	151	0	4.74473205463
15.0	602	17	159	151	1	4.74019432472
15.1	597	15	161	150	0	4.73031676656
15.2	596	14	159	150	0	4.7197540433
15.3	594	14	163	151	1	4.71500421595
15.4	588	13	165	149	1	4.70186029167
15.5	585	12	164	150	0	4.68999882766
15.6	575	11	168	147	0	4.69588427637
15.7	573	9	170	145	0	4.67919456417
15.8	568	9	175	144	0	4.65829493043
15.9	566	9	176	141	1	4.64653355841
16.0	561	9	181	138	1	4.64474898965
16.1	552	9	186	135	1	4.64543648309
16.2	549	8	187	135	0	4.639474497
16.3	547	9	189	134	2	4.64713629478
16.4	541	9	191	133	0	4.65161247383
16.5	537	9	192	130	3	4.65160859553
16.6	528	9	197	127	0	4.65270361162
16.7	528	11	196	125	1	4.64544781195
16.8	524	11	196	125	0	4.64038750927
16.9	522	10	196	123	1	4.63829394139
17.0	518	10	199	122	0	4.66381653476
17.1	513	10	201	122	0	4.65111510416
17.2	506	10	204	121	0	4.64308486062
17.3	501	8	207	122	0	4.63419535932
17.4	498	8	206	116	0	4.61647816069
17.5	492	9	208	115	0	4.60240316622
17.6	490	9	207	113	0	4.59727048621
17.7	483	7	213	113	0	4.60160864484
17.8	481	7	212	112	0	4.6041617452
17.9	476	7	215	109	0	4.59792969875
18.0	473	7	215	107	0	4.5993211973
18.1	471	7	213	105	1	4.57841523444
18.2	468	7	215	103	0	4.56945985975
18.3	468	8	213	102	0	4.57067723768
18.4	464	7	217	101	2	4.56902177468
18.5	463	8	218	98	0	4.56661955012
18.6	456	6	215	100	1	4.54959089429
18.7	450	6	217	96	1	4.54654607134
18.8	445	6	219	96	3	4.55081450347
18.9	441	7	217	94	0	4.54772112711
19.0	440	8	214	93	0	4.53533873726
19.1	439	11	212	92	0	4.5176647423
19.2	437	11	211	90	2	4.51129494685
19.3	433	11	213	88	1	4.50471494707
19.4	432	10	214	87	0	4.50026061214
19.5	432	10	213	86	1	4.49178084035
19.6	430	13	211	86	0	4.49046040775
19.7	429	14	209	85	1	4.4888966152
19.8	428	14	208	84	0	4.47744007107
19.9	426	14	208	83	0	4.47901663828
20.0	425	16	207	83	0	4.45899232659
rep	7
t	n_Uninfected_nonCore	n_Uninfected_Core	n_Infected_nonCore	n_Infected_Core	newInfections	ViralLoad_mean
-2.0	802	197	0	0	0	0
-1.9	802	197	0	0	0	0
-1.8	802	196	0	0	0	0
-1.7	800	196	0	0	0	0
-1.6	796	196	0	0	0	0
-1.5	799	196	0	0	0	0
-1.4	798	195	0	0	0	0
-1.3	801	196	0	0	0	0
-1.2	800	197	0	0	0	0
-1.1	798	197	0	0	0	0
-1.0	799	197	0	0	0	0
-0.9	800	197	0	0	0	0
-0.8	799	195	0	0	0	0
-0.7	797	195	0	0	0	0
-0.6	796	196	0	0	0	0
-0.5	794	197	0	0	0	0
-0.4	798	197	0	0	0	0
-0.3	796	197	0	0	0	0
-0.2	795	197	0	0	0	0
-0.1	794	198	0	0	0	0
-6.23077978101e-14	795	197	0	1	0	4.94885072902
0.0999999999999	794	196	0	2	0	4.60003471873
0.2	793	193	0	5	0	4.38107452563
0.3	790	193	0	6	0	4.25583436765
0.4	788	191	0	6	0	4.25583436765
0.5	787	191	0	6	0	4.25583436765
0.6	790	191	0	6	0	4.25583436765
0.7	789	189	0	9	0	4.33092339038
0.8	789	188	0	10	0	4.37080001615
0.9	787	187	1	11	0	4.41791738879
1.0	786	187	1	11	0	4.41791738879
1.1	784	186	1	12	0	4.44837388354
1.2	786	186	1	12	0	4.44837388354
1.3	786	185	1	13	0	4.49128911937
1.4	784	184	1	16	1	4.47872106174
1.5	785	182	2	18	0	4.52526438851
1.6	785	180	2	20	0	4.54522365884
1.7	784	180	5	20	0	4.39240599155
1.8	783	180	7	20	0	4.25288216975
1.9	783	176	8	22	0	4.21086497358
2.0	785	176	9	22	0	4.20233417201
2.1	785	175	8	24	0	4.26138768892
2.2	783	167	8	32	0	4.24605112154
2.3	782	165	9	35	0	4.18487132635
2.4	783	160	9	40	0	4.15254724342
2.5	784	155	9	46	2	4.13523119637
2.6	784	147	12	54	1	4.11953740818
2.7	782	143	14	58	0	4.10828813391
2.8	780	137	14	64	0	4.12057527142
2.9	781	133	15	69	3	4.1124073948
3.0	778	124	19	78	1	4.08945271384
3.1	774	118	21	85	0	4.11369305342
3.2	773	114	23	90	2	4.14101787562
3.3	775	102	24	102	1	4.21875312995
3.4	775	99	25	105	1	4.21536776311
3.5	772	91	27	113	0	4.22753936727
3.6	772	87	29	117	0	4.20384465146
3.7	775	83	29	120	1	4.2146180948
3.8	773	80	33	122	0	4.22550040029
3.9	769	78	37	125	0	4.24351286828
4.0	768	76	40	126	1	4.23806074741
4.1	760	70	48	130	1	4.26941982661
4.2	755	67	50	133	0	4.25298011169
4.3	750	63	53	136	0	4.24077040015
4.4	750	61	54	139	0	4.23746686326
4.5	748	59	58	141	0	4.23062072233
4.6	744	54	61	146	2	4.21298302979
4.7	743	48	62	149	1	4.22609268498
4.8	739	48	65	149	0	4.22871310973
4.9	736	47	68	150	0	4.22268150211
5.0	732	44	71	153	0	4.20791496973
5.1	730	42	75	155	1	4.20434967483
5.2	727	41	79	154	0	4.21302647945
5.3	725	41	81	155	0	4.21202876285
5.4	726	39	84	156	0	4.20901095482
5.5	719	37	91	157	0	4.22106411549
5.6	720	39	91	155	0	4.20809990797
5.7	719	40	93	155	0	4.20719434849
5.8	717	39	96	155	0	4.19775266301
5.9	715	38	99	156	0	4.19434650021
6.0	705	35	104	161	0	4.21163924048
6.1	701	33	107	162	0	4.21375895501
6.2	696	33	110	161	1	4.21163660107
6.3	691	33	114	161	1	4.22636417538
6.4	685	31	119	163	2	4.23393104197
6.5	685	27	120	165	0	4.22535122726
6.6	683	27	121	164	1	4.21777157866
6.7	682	24	122	166	1	4.20946555838
6.8	678	23	125	165	0	4.20133657571
6.9	675	24	127	164	0	4.22229485705
7.0	674	24	126	161	0	4.20762077025
7.1	672	23	127	158	0	4.21090135118
7.2	666	22	130	157	0	4.20021967402
7.3	663	21	131	158	0	4.21647698369
7.4	661	20	132	159	1	4.21944958205
7.5	663	19	132	159	1	4.20349321084
7.6	663	17	134	158	0	4.21761734444
7.7	662	18	135	154	0	4.20324180233
7.8	663	18	139	153	0	4.19332463528
7.9	659	18	142	151	1	4.1900188551
8.0	658	18	142	150	1	4.19478689249
8.1	655	18	147	150	1	4.20715546801
8.2	653	19	149	150	0	4.20661130817
8.3	649	18	151	150	1	4.21109845407
8.4	650	14	153	154	1	4.22345993218
8.5	647	14	152	151	1	4.19447512612
8.6	646	13	153	152	0	4.18573219245
8.7	643	14	156	151	1	4.18578585298
8.8	637	14	161	150	0	4.181798454
8.9	633	13	159	145	0	4.16007940863
9.0	629	15	162	142	0	4.15016945871
9.1	628	13	164	141	0	4.13906842036
9.2	625	12	169	139	0	4.14626554803
9.3	620	12	173	136	0	4.13243473411
9.4	615	11	179	135	1	4.14276751972
9.5	614	9	182	135	0	4.16488928625
9.6	611	9	183	134	1	4.15870570014
9.7	612	9	186	132	1	4.15670207481
9.8	608	9	190	129	0	4.14579570829
9.9	606	10	193	128	1	4.14614006206
10.0	600	10	198	128	0	4.15834695224
10.1	598	10	201	127	0	4.16033961935
10.2	592	8	204	127	0	4.16261079791
10.3	586	9	207	126	1	4.16967388551
10.4	585	10	208	125	0	4.16586023049
10.5	585	10	209	123	1	4.15976952672
10.6	579	10	213	123	0	4.16068970274
10.7	573	10	215	119	1	4.14800815438
10.8	570	9	217	120	1	4.157192515
10.9	567	9	217	116	1	4.14427631984
11.0	565	9	218	113	0	4.13796345334
11.1	561	9	223	111	0	4.14432530333
11.2	556	9	228	110	1	4.14198165454
11.3	553	8	225	112	0	4.13831165011
11.4	547	9	228	109	0	4.12713470352
11.5	545	9	231	105	0	4.12601857894
11.6	537	10	236	104	0	4.10624506071
11.7	536	10	235	103	0	4.10146777594
11.8	534	9	240	100	0	4.0942263226
11.9	529	9	240	99	0	4.10157652149
12.0	531	9	240	98	0	4.09856089521
12.1	526	8	240	97	0	4.09951215381
12.2	527	8	238	96	0	4.0954350115
12.3	527	8	237	94	0	4.09287280476
12.4	525	9	237	94	1	4.08323563387
12.5	523	8	239	94	0	4.07626287811
12.6	522	8	242	94	0	4.0711265899
12.7	519	8	244	93	0	4.07633071954
12.8	516	8	243	91	0	4.07291749624
12.9	516	8	244	90	1	4.06501585518
13.0	512	7	246	89	0	4.06581242385
13.1	512	7	244	87	0	4.06081160253
13.2	507	8	244	83	0	4.04918958004
13.3	506	8	244	82	0	4.05084050916
13.4	499	8	246	83	0	4.05970136102
13.5	501	8	244	80	0	4.05102934243
13.6	501	8	243	78	2	4.04397459603
13.7	497	8	248	78	1	4.05638731859
13.8	493	7	250	78	1	4.04509345924
13.9	491	8	248	76	1	4.03343391884
14.0	486	8	247	76	0	4.02036568995
14.1	480	8	249	75	1	4.01677140831
14.2	477	7	248	76	1	4.02094589189
14.3	478	7	247	76	0	4.01877532615
14.4	478	6	239	77	1	3.99711253803
14.5	475	5	241	76	1	4.00256683781
14.6	471	6	243	76	0	4.00884484482
14.7	470	7	242	76	1	4.01497831333
14.8	469	7	241	75	1	4.00391244347
14.9	464	6	242	74	0	3.99386094957
15.0	457	4	248	75	0	4.00102915855
15.1	453	4	248	74	1	4.00923680532
15.2	450	4	249	73	1	3.99952222788
15.3	451	5	250	72	2	4.00729256879
15.4	447	6	253	72	0	4.01310487124
15.5	444	6	253	69	1	4.0096885661
15.6	447	6	251	68	0	3.99740926867
15.7	452	6	248	69	0	3.99050435436
15.8	451	7	249	68	0	3.9893385317
15.9	448	9	251	68	0	4.0024717674
16.0	443	9	253	66	0	4.01675861184
16.1	440	9	254	64	2	4.00286262601
16.2	436	10	256	64	0	4.0055299599
16.3	431	11	258	64	1	4.00633530409
16.4	429	10	261	64	0	4.01399833302
16.5	425	9	262	64	0	3.99202250931
16.6	421	9	265	62	0	3.99940297402
16.7	413	9	265	62	0	4.00557419126
16.8	414	10	262	60	0	4.00280611069
16.9	418	10	263	57	1	4.00262584435
17.0	414	10	265	57	0	3.99998335808
17.1	412	9	263	58	0	4.00591492518
17.2	403	10	270	58	0	4.01748824915
17.3	401	10	268	58	1	4.0176593585
17.4	403	10	268	58	0	4.01429315992
17.5	396	11	272	57	0	4.02220270831
17.6	398	11	268	56	0	4.01574652774
17.7	395	10	268	56	0	4.01524826806
17.8	390	10	269	55	0	4.0194666273
17.9	386	11	269	54	1	4.01785228953
18.0	382	11	275	55	1	4.01505734921
18.1	374	11	279	56	0	4.02388833962
18.2	367	11	282	56	0	4.03540952516
18.3	366	11	282	56	0	4.03688315811
18.4	360	11	286	54	1	4.03811378883
18.5	356	11	285	54	1	4.0422092935
18.6	356	11	288	53	0	4.03009059007
18.7	352	10	287	54	0	4.03609341187
18.8	351	10	284	52	1	4.0351608579
18.9	349	9	284	51	0	4.03360211236
19.0	345	9	286	49	0	4.02144471644
19.1	342	8	283	49	0	4.02549395007
19.2	341	10	281	48	0	4.01423131811
19.3	343	9	278	46	0	4.01876435994
19.4	341	9	279	45	0	4.02209510811
19.5	337	9	278	45	0	4.02010818074
19.6	333	8	279	45	0	4.01123363886
19.7	330	8	274	45	0	3.99742558439
19.8	330	8	269	44	1	3.97280927986
19.9	326	9	273	44	2	3.97329007269
20.0	324	9	275	43	1	3.96710054414
rep	8
t	n_Uninfected_nonCore	n_Uninfected_Core	n_Infected_nonCore	n_Infected_Core	newInfections	ViralLoad_mean
-2.0	794	213	0	0	0	0
-1.9	797	213	0	0	0	0
-1.8	795	214	0	0	0	0
-1.7	795	214	0	0	0	0
-1.6	796	214	0	0	0	0
-1.5	795	214	0	0	0	0
-1.4	794	214	0	0	0	0
-1.3	797	213	0	0	0	0
-1.2	800	213	0	0	0	0
-1.1	800	213	0	0	0	0
-1.0	798	213	0	0	0	0
-0.9	796	215	0	0	0	0
-0.8	796	215	0	0	0	0
-0.7	796	217	0	0	0	0
-0.6	794	216	0	0	0	0
-0.5	795	215	0	0	0	0
-0.4	792	215	0	0	0	0
-0.3	789	215	0	0	0	0
-0.2	789	216	0	0	0	0
-0.1	789	216	0	0	0	0
-6.23077978101e-14	789	215	1	0	0	5.06666770209
0.0999999999999	790	215	1	0	0	5.06666770209
0.2	790	215	1	0	0	5.06666770209
0.3	790	213	1	0	0	5.06666770209
0.4	789	212	1	0	0	5.06666770209
0.5	790	213	1	0	0	5.06666770209
0.6	787	212	1	0	0	5.06666770209
0.7	787	212	1	0	0	5.06666770209
0.8	787	210	1	0	0	5.06666770209
0.9	789	210	1	0	0	5.06666770209
1.0	788	209	1	0	0	5.06666770209
1.1	792	207	1	0	0	5.06666770209
1.2	794	207	1	0	0	5.06666770209
1.3	793	207	1	0	0	5.06666770209
1.4	795	207	1	0	0	5.06666770209
1.5	793	206	1	0	0	5.06666770209
1.6	791	207	1	0	0	5.06666770209
1.7	791	208	1	0	0	5.06666770209
1.8	789	207	1	0	0	5.06666770209
1.9	789	208	1	0	0	5.06666770209
2.0	790	207	1	0	0	5.06666770209
2.1	792	207	1	0	0	5.06666770209
2.2	795	207	1	0	0	5.06666770209
2.3	795	207	1	0	0	5.06666770209
2.4	797	207	1	0	0	5.06666770209
2.5	796	209	1	0	0	5.06666770209
2.6	797	208	1	0	0	5.06666770209
2.7	796	206	1	0	0	5.06666770209
2.8	793	204	1	0	0	5.06666770209
2.9	793	204	1	0	0	5.06666770209
3.0	792	203	1	0	0	5.06666770209
3.1	792	201	1	0	0	5.06666770209
3.2	791	202	1	0	0	5.06666770209
3.3	790	201	2	0	0	4.92746749714
3.4	788	201	3	0	0	4.89362683243
3.5	787	199	4	0	0	4.93629169257
3.6	787	201	4	0	0	4.93629169257
3.7	789	201	4	0	0	4.93629169257
3.8	789	199	4	0	0	4.93629169257
3.9	794	198	4	0	0	4.93629169257
4.0	794	198	4	0	0	4.93629169257
4.1	794	197	4	0	0	4.93629169257
4.2	793	198	4	0	0	4.93629169257
4.3	794	198	4	0	0	4.93629169257
4.4	796	197	4	0	0	4.93629169257
4.5	793	197	4	0	0	4.93629169257
4.6	793	197	4	0	0	4.93629169257
4.7	794	196	4	0	0	4.93629169257
4.8	793	195	4	0	0	4.93629169257
4.9	794	193	4	0	0	4.93629169257
5.0	791	193	5	0	0	5.018396068
5.1	792	194	5	0	0	5.018396068
5.2	790	194	5	0	0	5.018396068
5.3	792	194	5	0	0	5.018396068
5.4	790	195	6	0	0	5.04035839492
5.5	792	198	6	0	0	5.04035839492
5.6	789	198	6	0	0	5.04035839492
5.7	788	198	6	0	0	5.04035839492
5.8	787	198	6	0	0	5.04035839492
5.9	788	197	6	0	0	5.04035839492
6.0	787	198	6	0	0	5.04035839492
6.1	786	199	6	0	0	5.04035839492
6.2	784	199	6	0	0	5.04035839492
6.3	782	199	6	0	0	5.04035839492
6.4	783	200	6	0	0	5.04035839492
6.5	782	201	6	0	0	5.04035839492
6.6	783	204	6	0	0	5.04035839492
6.7	784	205	6	0	0	5.04035839492
6.8	784	206	6	1	0	4.96401338833
6.9	786	205	8	1	0	4.85607842316
7.0	787	205	8	1	0	4.85607842316
7.1	787	205	8	1	0	4.85607842316
7.2	788	204	8	1	0	4.85607842316
7.3	790	206	8	1	0	4.85607842316
7.4	789	204	8	1	0	4.85607842316
7.5	788	204	8	1	0	4.85607842316
7.6	787	204	8	1	0	4.85607842316
7.7	790	205	8	1	0	4.85607842316
7.8	790	204	8	1	0	4.85607842316
7.9	789	204	8	1	0	4.85607842316
8.0	789	203	7	1	0	4.8297547633
8.1	789	203	7	1	0	4.8297547633
8.2	786	204	7	1	0	4.8297547633
8.3	784	205	7	1	0	4.8297547633
8.4	778	204	7	1	0	4.8297547633
8.5	779	203	6	1	0	4.75588921952
8.6	779	204	6	1	0	4.75588921952
8.7	779	204	7	2	0	4.97942919762
8.8	778	205	8	2	0	4.97479709103
8.9	779	205	7	2	0	4.95531120898
9.0	777	201	7	6	1	4.75768522017
9.1	781	200	6	7	0	4.73023366343
9.2	778	197	6	8	0	4.69040382264
9.3	779	197	8	8	0	4.64559049921
9.4	780	196	8	8	1	4.64559049921
9.5	776	196	8	9	0	4.64093899064
9.6	777	195	8	12	1	4.61343443782
9.7	777	191	9	16	0	4.67761642648
9.8	775	188	9	19	0	4.71181493389
9.9	777	184	9	22	1	4.70201244967
10.0	778	181	9	25	2	4.74959111772
10.1	778	175	9	31	0	4.59519108506
10.2	779	170	10	37	0	4.63069638265
10.3	777	164	12	42	0	4.51630125166
10.4	777	156	13	49	1	4.510019021
10.5	776	148	14	58	0	4.52361013296
10.6	772	142	16	64	1	4.5849567403
10.7	766	141	19	66	0	4.55216179459
10.8	765	141	22	68	1	4.58088567587
10.9	761	137	24	72	1	4.59536884712
11.0	759	130	25	79	1	4.59545802572
11.1	755	124	28	85	1	4.59704606961
11.2	754	116	32	91	0	4.6150949877
11.3	751	116	36	94	3	4.63405282181
11.4	745	109	41	101	3	4.6681014505
11.5	744	101	42	109	2	4.70059827723
11.6	741	92	45	118	1	4.69075759665
11.7	738	84	47	126	1	4.68827236854
11.8	732	74	52	135	0	4.68487090047
11.9	724	70	58	138	2	4.63194205515
12.0	722	63	63	144	1	4.63049004674
12.1	717	62	69	148	1	4.57680746912
12.2	714	58	73	152	2	4.55920030633
12.3	711	53	77	157	0	4.51545648879
12.4	704	50	83	159	2	4.51262681679
12.5	700	48	88	159	0	4.4909986198
12.6	694	45	94	161	2	4.48864184029
12.7	686	43	98	164	0	4.47559770793
12.8	678	42	103	166	0	4.49026265501
12.9	674	39	106	167	1	4.47269240895
13.0	674	40	107	168	0	4.46860092428
13.1	673	39	106	168	0	4.46015861256
13.2	668	35	110	172	1	4.4554862241
13.3	668	35	109	171	1	4.44218202376
13.4	664	32	113	172	2	4.44135441525
13.5	662	29	116	175	1	4.44789422827
13.6	656	27	119	177	0	4.43521675924
13.7	656	28	122	176	2	4.43048454618
13.8	650	27	129	177	0	4.42890541383
13.9	646	25	133	178	1	4.43885536178
14.0	646	23	137	177	1	4.42310729871
14.1	642	22	139	176	1	4.40157952572
14.2	637	24	142	175	0	4.37731262969
14.3	637	22	144	176	0	4.35795007626
14.4	634	21	146	174	0	4.34964452426
14.5	629	20	151	171	2	4.34912923768
14.6	624	19	155	170	0	4.36003852987
14.7	617	17	159	168	1	4.36008732833
14.8	611	15	164	168	0	4.37710848119
14.9	601	15	168	167	0	4.34739081865
15.0	599	15	169	166	2	4.33795177574
15.1	596	16	172	166	1	4.33356574714
15.2	590	16	173	163	0	4.32107742104
15.3	584	16	180	161	1	4.33459640015
15.4	576	14	183	160	0	4.32287812636
15.5	576	14	186	155	0	4.31457297228
15.6	575	14	186	151	1	4.30128215175
15.7	570	14	191	150	2	4.31240201083
15.8	560	14	199	147	1	4.31550901325
15.9	558	14	202	145	0	4.31944394893
16.0	555	13	203	144	0	4.31666396787
16.1	552	12	202	144	1	4.32168568874
16.2	543	12	208	141	0	4.30358848372
16.3	535	12	211	141	0	4.30739299418
16.4	528	13	215	139	1	4.3106185685
16.5	526	12	216	138	0	4.30142988642
16.6	519	11	218	138	0	4.29078445567
16.7	511	9	224	137	0	4.30612078855
16.8	507	10	228	137	0	4.31795929068
16.9	503	11	228	134	0	4.30472614483
17.0	504	10	227	132	0	4.30017840342
17.1	506	11	225	130	0	4.28772243016
17.2	502	9	227	130	0	4.29107491578
17.3	500	9	228	126	0	4.29525808459
17.4	495	6	228	129	0	4.27640639992
17.5	495	5	228	129	0	4.27690936854
17.6	491	5	231	128	3	4.28114747662
17.7	484	5	232	127	0	4.28213414686
17.8	481	5	236	123	0	4.29103295166
17.9	476	5	240	121	0	4.28461443964
18.0	474	5	237	120	0	4.26920946944
18.1	474	5	233	118	0	4.24555537735
18.2	473	7	234	116	0	4.24872112718
18.3	473	8	232	114	0	4.23839789051
18.4	468	8	232	114	0	4.22270621228
18.5	467	7	230	113	0	4.21294979758
18.6	468	8	227	111	0	4.21022859931
18.7	462	8	230	108	0	4.2008645313
18.8	459	6	232	110	1	4.19737867038
18.9	455	6	234	108	0	4.20024060145
19.0	451	6	231	105	1	4.18199442475
19.1	448	6	232	101	0	4.18090760388
19.2	447	5	233	102	0	4.17034472644
19.3	444	4	232	102	0	4.16478958722
19.4	440	4	234	101	0	4.16180970541
19.5	437	5	233	98	0	4.15380791156
19.6	436	7	235	96	0	4.145088294
19.7	435	6	231	97	0	4.11470002722
19.8	433	5	230	97	0	4.10615552647
19.9	428	4	230	97	0	4.09602564931
20.0	426	4	229	96	0	4.08114956441
rep	9
t	n_Uninfected_nonCore	n_Uninfected_Core	n_Infected_nonCore	n_Infected_Core	newInfections	ViralLoad_mean
-2.0	798	193	0	0	0	0
-1.9	798	193	0	0	0	0
-1.8	796	195	0	0	0	0
-1.7	797	194	0	0	0	0
-1.6	798	193	0	0	0	0
-1.5	798	192	0	0	0	0
-1.4	802	192	0	0	0	0
-1.3	801	192	0	0	0	0
-1.2	796	192	0	0	0	0
-1.1	800	194	0	0	0	0
-1.0	801	195	0	0	0	0
-0.9	803	197	0	0	0	0
-0.8	803	199	0	0	0	0
-0.7	804	199	0	0	0	0
-0.6	803	199	0	0	0	0
-0.5	801	198	0	0	0	0
-0.4	801	199	0	0	0	0
-0.3	802	200	0	0	0	0
-0.2	804	201	0	0	0	0
-0.1	803	200	0	0	0	0
-6.23077978101e-14	801	200	1	0	0	4.70294420322
0.0999999999999	799	200	1	0	0	4.70294420322
0.2	802	200	1	0	0	4.70294420322
0.3	802	198	1	0	0	4.70294420322
0.4	805	197	1	0	0	4.70294420322
0.5	804	195	1	0	0	4.70294420322
0.6	805	195	1	0	0	4.70294420322
0.7	809	194	1	0	0	4.70294420322
0.8	811	194	1	0	0	4.70294420322
0.9	812	194	1	0	0	4.70294420322
1.0	812	193	1	0	0	4.70294420322
1.1	812	193	1	0	0	4.70294420322
1.2	811	193	1	0	0	4.70294420322
1.3	811	193	1	0	0	4.70294420322
1.4	811	194	1	0	0	4.70294420322
1.5	811	193	1	0	0	4.70294420322
1.6	812	193	1	0	0	4.70294420322
1.7	809	193	1	0	0	4.70294420322
1.8	808	193	1	0	0	4.70294420322
1.9	808	192	1	0	0	4.70294420322
2.0	806	193	1	0	0	4.70294420322
2.1	806	192	1	0	0	4.70294420322
2.2	805	192	1	0	0	4.70294420322
2.3	805	192	1	0	0	4.70294420322
2.4	805	191	1	0	0	4.70294420322
2.5	805	191	1	0	0	4.70294420322
2.6	807	190	1	0	0	4.70294420322
2.7	810	191	1	0	0	4.70294420322
2.8	810	191	1	0	0	4.70294420322
2.9	810	191	1	0	0	4.70294420322
3.0	811	192	1	0	0	4.70294420322
3.1	809	193	1	0	0	4.70294420322
3.2	810	191	1	0	0	4.70294420322
3.3	811	193	1	0	0	4.70294420322
3.4	812	194	1	0	0	4.70294420322
3.5	810	194	1	0	0	4.70294420322
3.6	808	195	1	0	0	4.70294420322
3.7	808	195	1	0	0	4.70294420322
3.8	809	195	1	0	0	4.70294420322
3.9	807	194	1	0	0	4.70294420322
4.0	809	194	1	0	0	4.70294420322
4.1	810	194	1	0	0	4.70294420322
4.2	812	195	1	0	0	4.70294420322
4.3	808	194	1	0	0	4.70294420322
4.4	809	193	1	0	0	4.70294420322
4.5	813	194	1	0	0	4.70294420322
4.6	812	194	1	0	0	4.70294420322
4.7	812	194	1	0	0	4.70294420322
4.8	811	195	1	0	0	4.70294420322
4.9	811	194	1	0	0	4.70294420322
5.0	811	193	1	0	0	4.70294420322
5.1	812	193	1	0	0	4.70294420322
5.2	811	194	1	0	0	4.70294420322
5.3	811	194	1	0	1	4.70294420322
5.4	809	194	2	0	0	5.1643905967
5.5	811	195	2	0	0	5.1643905967
5.6	810	193	3	0	0	4.77774386081
5.7	808	192	3	0	0	4.77774386081
5.8	807	192	3	0	0	4.77774386081
5.9	805	191	3	0	0	4.77774386081
6.0	805	190	3	0	0	4.77774386081
6.1	803	189	3	0	0	4.77774386081
6.2	804	189	3	0	0	4.77774386081
6.3	804	189	3	0	0	4.77774386081
6.4	805	189	3	0	0	4.77774386081
6.5	808	189	3	0	0	4.77774386081
6.6	810	189	3	0	0	4.77774386081
6.7	808	189	4	0	2	4.72930555145
6.8	805	189	5	1	0	4.44673099952
6.9	805	189	5	1	0	4.44673099952
7.0	803	188	5	1	0	4.44673099952
7.1	804	188	5	1	0	4.44673099952
7.2	806	188	5	1	0	4.44673099952
7.3	804	188	5	1	0	4.44673099952
7.4	805	185	5	1	0	4.44673099952
7.5	805	184	4	1	0	4.39548835878
7.6	805	184	4	1	0	4.39548835878
