write_info	1.0
write_demog	1.0
write_epi	1.0
write_final	1.0
Nsets	5.0
Nreps	10.0
dur_p	0.25
Dmax	25.4
D50	3058.0
Dk	0.41
dur_d	0.75
beta_p	2.76
betamax	0.317
beta50	13938.0
betak	1.02
beta_d	0.76
rho	3.46
lifeExpectancy	50.0
dt	0.01
start_time	-5.0
report_from	-2.0
report_every	0.1
end_time	20.0
set	1
pop_size	1000.0
sigma_e	0.5
sigma_m	0.3
start_mu	4.5
contact_rate	0.5
proportionCore	0.2
nonCore_rateMultiplier	0.3
assortativity	0.8
rep	1
t	n_Uninfected_nonCore	n_Uninfected_Core	n_Infected_nonCore	n_Infected_Core	newInfections	ViralLoad_mean
18.6	706	73	44	106	0	4.29316637257
18.7	709	73	44	107	0	4.28234567508
18.8	708	71	46	110	2	4.27891761508
18.9	707	70	47	112	1	4.27940150614
19.0	706	70	46	112	0	4.26634941285
19.1	706	70	47	112	0	4.25574496817
19.2	707	69	46	113	1	4.25306719453
19.3	707	66	47	112	0	4.26137183666
19.4	708	63	46	115	0	4.25926321224
19.5	708	62	47	116	0	4.26546536057
19.6	707	62	47	114	0	4.24477016908
19.7	705	60	49	114	0	4.2338550775
19.8	702	60	49	113	0	4.23455465586
19.9	697	59	52	112	0	4.24812979015
20.0	695	58	54	112	0	4.24440636242
rep	3
t	n_Uninfected_nonCore	n_Uninfected_Core	n_Infected_nonCore	n_Infected_Core	newInfections	ViralLoad_mean
-2.0	787	216	0	0	0	0
-1.9	784	216	0	0	0	0
-1.8	787	214	0	0	0	0
-1.7	790	214	0	0	0	0
-1.6	792	213	0	0	0	0
-1.5	795	212	0	0	0	0
-1.4	794	212	0	0	0	0
-1.3	795	213	0	0	0	0
-1.2	795	214	0	0	0	0
-1.1	795	213	0	0	0	0
-1.0	794	213	0	0	0	0
-0.9	795	214	0	0	0	0
-0.8	795	214	0	0	0	0
-0.7	797	213	0	0	0	0
-0.6	800	213	0	0	0	0
-0.5	801	214	0	0	0	0
-0.4	802	214	0	0	0	0
-0.3	804	214	0	0	0	0
-0.2	806	214	0	0	0	0
-0.1	809	215	0	0	0	0
-6.23077978101e-14	808	215	1	0	0	4.97092930437
0.0999999999999	809	215	1	0	0	4.97092930437
0.2	807	214	1	0	0	4.97092930437
0.3	809	213	1	0	0	4.97092930437
0.4	810	214	1	0	0	4.97092930437
0.5	812	215	1	0	0	4.97092930437
0.6	816	216	1	0	0	4.97092930437
0.7	815	217	1	0	0	4.97092930437
0.8	816	218	1	0	0	4.97092930437
0.9	818	219	1	0	0	4.97092930437
1.0	818	218	1	0	0	4.97092930437
1.1	818	218	1	0	0	4.97092930437
1.2	816	218	1	0	0	4.97092930437
1.3	816	218	1	0	0	4.97092930437
1.4	815	217	1	0	0	4.97092930437
1.5	814	217	1	0	0	4.97092930437
1.6	815	217	1	0	0	4.97092930437
1.7	813	216	1	0	0	4.97092930437
1.8	813	217	1	0	0	4.97092930437
1.9	814	217	1	0	0	4.97092930437
2.0	816	217	1	0	0	4.97092930437
2.1	814	217	1	0	0	4.97092930437
2.2	814	218	1	0	0	4.97092930437
2.3	812	218	1	0	0	4.97092930437
2.4	811	218	1	0	0	4.97092930437
2.5	810	219	1	0	0	4.97092930437
2.6	808	219	1	0	0	4.97092930437
2.7	811	219	1	0	0	4.97092930437
2.8	810	218	1	0	0	4.97092930437
2.9	811	217	1	0	0	4.97092930437
3.0	811	218	1	0	0	4.97092930437
3.1	811	218	1	0	0	4.97092930437
3.2	810	218	1	0	0	4.97092930437
3.3	812	218	1	0	0	4.97092930437
3.4	810	217	1	0	0	4.97092930437
3.5	808	219	1	0	0	4.97092930437
3.6	810	219	1	0	0	4.97092930437
3.7	812	220	1	0	0	4.97092930437
3.8	813	220	1	0	0	4.97092930437
3.9	811	221	1	0	0	4.97092930437
4.0	812	220	1	0	0	4.97092930437
4.1	814	222	1	0	0	4.97092930437
4.2	812	221	1	0	0	4.97092930437
4.3	813	219	1	0	0	4.97092930437
4.4	812	218	1	0	0	4.97092930437
4.5	812	217	1	0	0	4.97092930437
4.6	812	216	1	0	0	4.97092930437
4.7	811	217	2	0	0	4.52942244096
4.8	816	216	2	0	0	4.52942244096
4.9	817	217	2	0	0	4.52942244096
5.0	814	217	2	0	0	4.52942244096
5.1	813	217	2	0	0	4.52942244096
5.2	812	217	2	0	0	4.52942244096
5.3	810	216	2	0	0	4.52942244096
5.4	811	217	2	0	0	4.52942244096
5.5	809	217	2	0	0	4.52942244096
5.6	807	217	2	0	0	4.52942244096
5.7	809	217	2	0	0	4.52942244096
5.8	812	217	2	0	0	4.52942244096
5.9	811	216	2	0	0	4.52942244096
6.0	816	216	2	0	0	4.52942244096
6.1	815	215	2	0	0	4.52942244096
6.2	813	215	2	0	0	4.52942244096
6.3	815	215	2	0	0	4.52942244096
6.4	815	215	2	0	0	4.52942244096
6.5	816	215	2	0	0	4.52942244096
6.6	815	217	2	0	0	4.52942244096
6.7	816	216	2	0	0	4.52942244096
6.8	816	217	2	0	0	4.52942244096
6.9	820	217	3	0	0	4.65290381939
7.0	821	218	3	0	0	4.65290381939
7.1	821	217	3	0	0	4.65290381939
7.2	821	217	3	0	0	4.65290381939
7.3	822	217	3	0	0	4.65290381939
7.4	822	217	3	0	0	4.65290381939
7.5	821	215	3	0	0	4.65290381939
7.6	822	213	3	0	0	4.65290381939
7.7	820	214	3	0	0	4.65290381939
7.8	818	214	3	0	0	4.65290381939
7.9	819	214	3	0	0	4.65290381939
8.0	820	215	3	0	0	4.65290381939
8.1	821	216	3	0	0	4.65290381939
8.2	819	216	2	0	0	4.4938910769
8.3	821	216	2	0	0	4.4938910769
8.4	820	216	2	0	0	4.4938910769
8.5	822	216	2	0	0	4.4938910769
8.6	824	216	2	0	0	4.4938910769
8.7	824	216	2	0	0	4.4938910769
8.8	822	214	2	0	0	4.4938910769
8.9	822	213	2	0	0	4.4938910769
9.0	820	212	2	0	0	4.4938910769
9.1	818	211	2	0	0	4.4938910769
9.2	817	209	2	0	0	4.4938910769
9.3	816	209	2	0	0	4.4938910769
9.4	816	210	2	0	0	4.4938910769
9.5	818	209	2	0	0	4.4938910769
9.6	819	209	2	0	0	4.4938910769
9.7	818	209	2	0	0	4.4938910769
9.8	815	209	2	0	0	4.4938910769
9.9	815	209	2	0	0	4.4938910769
10.0	816	209	2	0	0	4.4938910769
10.1	812	209	2	0	0	4.4938910769
10.2	813	209	2	0	0	4.4938910769
10.3	813	207	2	0	0	4.4938910769
10.4	813	207	2	0	0	4.4938910769
10.5	814	207	2	0	0	4.4938910769
10.6	813	208	3	0	0	4.43852944283
10.7	812	209	3	0	0	4.43852944283
10.8	811	207	3	0	0	4.43852944283
10.9	811	209	3	0	0	4.43852944283
11.0	810	210	3	0	0	4.43852944283
11.1	809	209	3	0	0	4.43852944283
11.2	809	209	3	0	0	4.43852944283
11.3	807	209	3	0	0	4.43852944283
11.4	805	209	3	0	0	4.43852944283
11.5	805	209	3	0	0	4.43852944283
11.6	802	210	3	0	0	4.43852944283
11.7	802	211	3	0	0	4.43852944283
11.8	804	212	3	0	0	4.43852944283
11.9	805	212	3	0	0	4.43852944283
12.0	802	212	3	0	0	4.43852944283
12.1	802	213	3	0	0	4.43852944283
12.2	805	213	3	0	0	4.43852944283
12.3	802	213	3	0	0	4.43852944283
12.4	800	213	3	0	0	4.43852944283
12.5	800	213	3	0	0	4.43852944283
12.6	800	214	3	0	0	4.43852944283
12.7	802	214	3	0	0	4.43852944283
12.8	808	214	3	0	0	4.43852944283
12.9	810	215	3	0	0	4.43852944283
13.0	809	213	3	0	0	4.43852944283
13.1	808	214	3	0	0	4.43852944283
13.2	807	213	3	0	0	4.43852944283
13.3	806	213	3	0	0	4.43852944283
13.4	804	213	3	0	0	4.43852944283
13.5	803	213	3	0	0	4.43852944283
13.6	803	215	3	0	0	4.43852944283
13.7	803	215	3	0	0	4.43852944283
13.8	803	214	3	0	0	4.43852944283
13.9	800	214	3	0	0	4.43852944283
14.0	800	214	3	0	0	4.43852944283
14.1	801	214	3	0	0	4.43852944283
14.2	800	215	3	0	0	4.43852944283
14.3	802	215	3	0	0	4.43852944283
14.4	803	215	3	0	0	4.43852944283
14.5	802	215	2	0	0	4.61383637548
14.6	803	214	2	0	0	4.61383637548
14.7	801	214	2	0	0	4.61383637548
14.8	805	215	2	0	0	4.61383637548
14.9	805	216	2	0	0	4.61383637548
15.0	805	217	2	0	0	4.61383637548
15.1	804	216	2	0	0	4.61383637548
15.2	805	216	2	0	0	4.61383637548
15.3	806	216	2	0	0	4.61383637548
15.4	806	218	2	0	0	4.61383637548
15.5	807	217	2	0	0	4.61383637548
15.6	804	216	2	0	0	4.61383637548
15.7	803	215	1	0	0	4.3278061747
15.8	805	215	1	0	0	4.3278061747
15.9	806	215	1	0	0	4.3278061747
16.0	806	215	1	0	0	4.3278061747
16.1	806	213	1	0	0	4.3278061747
16.2	808	213	1	0	0	4.3278061747
16.3	808	214	1	0	0	4.3278061747
16.4	808	214	1	0	0	4.3278061747
16.5	807	213	1	0	0	4.3278061747
16.6	804	214	1	0	0	4.3278061747
16.7	804	213	1	0	0	4.3278061747
16.8	803	213	1	0	0	4.3278061747
16.9	800	213	1	0	0	4.3278061747
17.0	801	212	1	0	0	4.3278061747
17.1	799	212	1	0	0	4.3278061747
17.2	798	210	1	0	0	4.3278061747
17.3	799	210	1	0	0	4.3278061747
17.4	801	211	1	0	0	4.3278061747
17.5	803	211	2	0	0	4.79026104085
17.6	805	210	2	0	0	4.79026104085
17.7	802	211	2	0	0	4.79026104085
17.8	805	210	2	0	0	4.79026104085
17.9	805	210	2	0	0	4.79026104085
18.0	805	209	2	0	0	4.79026104085
18.1	809	209	2	0	0	4.79026104085
18.2	809	209	2	0	0	4.79026104085
18.3	807	208	2	0	0	4.79026104085
18.4	809	209	2	0	0	4.79026104085
18.5	806	209	2	0	0	4.79026104085
18.6	804	208	2	0	0	4.79026104085
18.7	804	210	2	0	0	4.79026104085
18.8	800	208	2	0	0	4.79026104085
18.9	801	207	2	0	0	4.79026104085
19.0	800	205	2	0	0	4.79026104085
19.1	798	205	2	0	0	4.79026104085
19.2	798	204	2	0	0	4.79026104085
19.3	799	205	2	0	0	4.79026104085
19.4	798	206	2	0	0	4.79026104085
19.5	800	206	2	0	0	4.79026104085
19.6	799	207	2	0	0	4.79026104085
19.7	797	206	2	0	0	4.79026104085
19.8	798	205	2	0	0	4.79026104085
19.9	798	206	2	0	0	4.79026104085
20.0	794	206	1	0	0	4.3278061747
rep	4
t	n_Uninfected_nonCore	n_Uninfected_Core	n_Infected_nonCore	n_Infected_Core	newInfections	ViralLoad_mean
-2.0	776	205	0	0	0	0
-1.9	778	204	0	0	0	0
-1.8	776	203	0	0	0	0
-1.7	777	203	0	0	0	0
-1.6	776	205	0	0	0	0
-1.5	772	203	0	0	0	0
-1.4	776	202	0	0	0	0
-1.3	772	201	0	0	0	0
-1.2	771	201	0	0	0	0
-1.1	768	200	0	0	0	0
-1.0	770	200	0	0	0	0
-0.9	772	199	0	0	0	0
-0.8	773	199	0	0	0	0
-0.7	771	199	0	0	0	0
-0.6	771	199	0	0	0	0
-0.5	770	198	0	0	0	0
-0.4	768	200	0	0	0	0
-0.3	768	201	0	0	0	0
-0.2	768	202	0	0	0	0
-0.1	770	202	0	0	0	0
-6.23077978101e-14	770	202	1	0	0	4.33677164934
0.0999999999999	768	202	1	0	0	4.33677164934
0.2	771	203	1	0	0	4.33677164934
0.3	768	203	2	0	0	4.26493842887
0.4	771	203	2	0	0	4.26493842887
0.5	771	204	2	0	0	4.26493842887
0.6	770	204	2	0	0	4.26493842887
0.7	770	203	2	0	0	4.26493842887
0.8	772	203	2	0	0	4.26493842887
0.9	771	203	2	0	0	4.26493842887
1.0	771	203	2	0	0	4.26493842887
1.1	774	203	2	0	0	4.26493842887
1.2	775	205	2	0	0	4.26493842887
1.3	775	205	2	0	0	4.26493842887
1.4	776	205	2	0	0	4.26493842887
1.5	778	204	2	0	0	4.26493842887
1.6	777	204	2	0	0	4.26493842887
1.7	779	204	2	0	0	4.26493842887
1.8	781	203	2	0	0	4.26493842887
1.9	779	203	2	0	0	4.26493842887
2.0	781	205	2	0	0	4.26493842887
2.1	784	206	2	0	0	4.26493842887
2.2	785	206	2	0	0	4.26493842887
2.3	784	207	2	0	0	4.26493842887
2.4	785	206	2	0	0	4.26493842887
2.5	784	205	2	0	0	4.26493842887
2.6	784	205	2	0	0	4.26493842887
2.7	788	205	2	0	0	4.26493842887
2.8	791	205	2	0	0	4.26493842887
2.9	790	207	2	0	0	4.26493842887
3.0	794	207	2	0	0	4.26493842887
3.1	791	206	2	0	0	4.26493842887
3.2	792	205	2	0	0	4.26493842887
3.3	793	205	2	0	0	4.26493842887
3.4	792	206	2	0	0	4.26493842887
3.5	790	205	2	0	0	4.26493842887
3.6	789	205	2	0	0	4.26493842887
3.7	786	206	2	0	0	4.26493842887
3.8	786	206	2	0	0	4.26493842887
3.9	784	205	2	0	0	4.26493842887
4.0	783	205	2	0	0	4.26493842887
4.1	783	206	2	0	0	4.26493842887
4.2	785	207	2	0	0	4.26493842887
4.3	780	208	2	0	0	4.26493842887
4.4	779	208	2	0	0	4.26493842887
4.5	781	208	2	0	0	4.26493842887
4.6	781	208	2	0	0	4.26493842887
4.7	782	209	2	0	0	4.26493842887
4.8	784	209	2	0	0	4.26493842887
4.9	783	208	2	0	0	4.26493842887
5.0	783	210	2	0	0	4.26493842887
5.1	784	210	2	0	0	4.26493842887
5.2	778	209	2	0	0	4.26493842887
5.3	778	209	2	0	0	4.26493842887
5.4	776	210	2	0	0	4.26493842887
5.5	777	210	2	0	0	4.26493842887
5.6	776	210	2	0	0	4.26493842887
5.7	776	211	2	0	0	4.26493842887
5.8	775	211	2	0	0	4.26493842887
5.9	774	211	2	0	0	4.26493842887
6.0	774	211	2	0	0	4.26493842887
6.1	774	211	2	0	0	4.26493842887
6.2	770	212	2	0	0	4.26493842887
6.3	769	211	2	0	0	4.26493842887
6.4	770	211	2	0	0	4.26493842887
6.5	771	210	2	0	0	4.26493842887
6.6	770	211	2	0	0	4.26493842887
6.7	771	212	2	0	0	4.26493842887
6.8	770	212	2	0	0	4.26493842887
6.9	770	212	2	0	0	4.26493842887
7.0	770	212	2	0	0	4.26493842887
7.1	771	210	2	0	0	4.26493842887
7.2	770	210	2	0	0	4.26493842887
7.3	771	210	2	0	0	4.26493842887
7.4	775	210	2	0	0	4.26493842887
7.5	773	209	3	0	0	4.48972738263
7.6	776	212	3	0	0	4.48972738263
7.7	774	212	3	0	0	4.48972738263
7.8	774	212	3	0	0	4.48972738263
7.9	775	212	3	0	0	4.48972738263
8.0	774	211	2	0	0	4.63803846974
8.1	776	210	2	0	0	4.63803846974
8.2	779	209	2	0	0	4.63803846974
8.3	780	210	2	0	0	4.63803846974
8.4	780	210	2	0	0	4.63803846974
8.5	778	211	2	0	0	4.63803846974
8.6	774	211	2	0	0	4.63803846974
8.7	773	211	2	0	0	4.63803846974
8.8	771	211	2	0	0	4.63803846974
8.9	774	212	2	0	0	4.63803846974
9.0	774	211	2	0	0	4.63803846974
9.1	776	212	2	0	0	4.63803846974
9.2	777	212	2	0	0	4.63803846974
9.3	779	210	2	0	0	4.63803846974
9.4	779	210	2	0	0	4.63803846974
9.5	780	210	2	0	0	4.63803846974
9.6	782	210	2	0	0	4.63803846974
9.7	780	212	2	0	0	4.63803846974
9.8	778	212	3	0	0	4.67072032379
9.9	780	214	3	0	0	4.67072032379
10.0	780	214	3	0	0	4.67072032379
10.1	784	213	3	0	0	4.67072032379
10.2	786	213	3	0	0	4.67072032379
10.3	785	213	3	0	0	4.67072032379
10.4	782	211	3	0	0	4.67072032379
10.5	783	210	3	0	0	4.67072032379
10.6	784	208	3	0	0	4.67072032379
10.7	782	211	3	0	0	4.67072032379
10.8	781	211	4	0	0	4.54747034222
10.9	782	211	4	0	0	4.54747034222
11.0	782	211	4	0	0	4.54747034222
11.1	782	211	4	0	0	4.54747034222
11.2	785	211	4	0	0	4.54747034222
11.3	784	212	4	0	1	4.54747034222
11.4	782	213	5	0	0	4.58579334814
11.5	779	213	5	0	0	4.58579334814
11.6	780	213	5	0	0	4.58579334814
11.7	780	212	5	0	0	4.58579334814
11.8	781	211	5	0	0	4.58579334814
11.9	781	211	5	0	0	4.58579334814
12.0	783	211	5	0	0	4.58579334814
12.1	783	211	4	0	0	4.64804877284
12.2	780	210	4	0	0	4.64804877284
12.3	777	209	4	0	0	4.64804877284
12.4	778	208	4	0	0	4.64804877284
12.5	778	208	5	0	0	4.61458158354
12.6	781	209	5	0	0	4.61458158354
12.7	782	209	5	0	0	4.61458158354
12.8	785	208	5	0	0	4.61458158354
12.9	784	208	5	0	0	4.61458158354
13.0	784	208	5	0	0	4.61458158354
13.1	785	210	5	0	0	4.61458158354
13.2	784	210	5	0	0	4.61458158354
13.3	782	209	5	0	0	4.61458158354
13.4	781	209	5	0	0	4.61458158354
13.5	781	209	5	0	0	4.61458158354
13.6	781	208	5	0	0	4.61458158354
13.7	782	208	4	0	0	4.53340065688
13.8	781	207	4	0	0	4.53340065688
13.9	780	207	4	0	0	4.53340065688
14.0	783	207	4	0	0	4.53340065688
14.1	784	207	4	0	0	4.53340065688
14.2	783	206	4	0	0	4.53340065688
14.3	780	207	4	0	0	4.53340065688
14.4	781	205	4	0	0	4.53340065688
14.5	782	205	4	0	0	4.53340065688
14.6	780	205	4	0	0	4.53340065688
14.7	777	205	4	0	0	4.53340065688
14.8	778	205	4	0	0	4.53340065688
14.9	778	205	4	0	0	4.53340065688
15.0	776	205	4	0	0	4.53340065688
15.1	776	205	4	0	0	4.53340065688
15.2	775	204	4	0	0	4.53340065688
15.3	773	204	4	0	0	4.53340065688
15.4	773	203	4	0	0	4.53340065688
15.5	771	203	4	0	0	4.53340065688
15.6	772	203	4	0	0	4.53340065688
15.7	771	203	4	0	0	4.53340065688
15.8	770	204	4	0	0	4.53340065688
15.9	770	204	4	0	0	4.53340065688
16.0	773	203	4	0	0	4.53340065688
16.1	775	203	4	0	0	4.53340065688
16.2	776	203	4	0	0	4.53340065688
16.3	776	203	4	0	0	4.53340065688
16.4	777	204	4	0	0	4.53340065688
16.5	776	203	4	0	0	4.53340065688
16.6	777	204	4	0	0	4.53340065688
16.7	775	204	4	0	0	4.53340065688
16.8	772	203	4	0	0	4.53340065688
16.9	773	204	4	0	0	4.53340065688
17.0	771	204	4	0	0	4.53340065688
17.1	771	204	5	0	0	4.52728215694
17.2	771	204	5	0	0	4.52728215694
17.3	770	203	5	0	0	4.52728215694
17.4	771	203	5	0	0	4.52728215694
17.5	771	204	5	0	0	4.52728215694
17.6	770	204	5	0	0	4.52728215694
17.7	769	205	5	0	0	4.52728215694
17.8	768	205	5	0	0	4.52728215694
17.9	770	207	5	0	0	4.52728215694
18.0	769	206	5	0	0	4.52728215694
18.1	769	205	5	0	0	4.52728215694
18.2	768	205	5	0	0	4.52728215694
18.3	767	206	6	0	0	4.53451278896
18.4	768	205	6	0	0	4.53451278896
18.5	769	205	5	0	0	4.49419854037
18.6	769	206	5	0	0	4.49419854037
18.7	769	206	5	0	0	4.49419854037
18.8	769	206	4	0	0	4.4329768325
18.9	770	206	4	0	0	4.4329768325
19.0	771	206	4	0	0	4.4329768325
19.1	777	206	4	0	0	4.4329768325
19.2	777	205	4	0	0	4.4329768325
19.3	777	205	4	0	0	4.4329768325
19.4	777	204	4	0	0	4.4329768325
19.5	776	205	4	0	0	4.4329768325
19.6	776	207	4	0	0	4.4329768325
19.7	777	208	4	0	0	4.4329768325
19.8	776	206	4	0	0	4.4329768325
19.9	776	206	4	0	0	4.4329768325
20.0	775	207	4	0	0	4.4329768325
rep	5
t	n_Uninfected_nonCore	n_Uninfected_Core	n_Infected_nonCore	n_Infected_Core	newInfections	ViralLoad_mean
-2.0	801	192	0	0	0	0
-1.9	800	192	0	0	0	0
-1.8	802	192	0	0	0	0
-1.7	805	192	0	0	0	0
-1.6	804	193	0	0	0	0
-1.5	801	192	0	0	0	0
-1.4	803	193	0	0	0	0
-1.3	804	194	0	0	0	0
-1.2	805	194	0	0	0	0
-1.1	806	194	0	0	0	0
-1.0	809	191	0	0	0	0
-0.9	810	191	0	0	0	0
-0.8	812	192	0	0	0	0
-0.7	812	191	0	0	0	0
-0.6	810	191	0	0	0	0
-0.5	811	191	0	0	0	0
-0.4	811	191	0	0	0	0
-0.3	809	191	0	0	0	0
-0.2	805	191	0	0	0	0
-0.1	807	191	0	0	0	0
-6.23077978101e-14	807	191	1	0	0	4.67943436364
0.0999999999999	806	190	1	0	0	4.67943436364
0.2	803	192	1	0	0	4.67943436364
0.3	802	193	1	0	0	4.67943436364
0.4	801	191	1	0	0	4.67943436364
0.5	803	191	1	0	0	4.67943436364
0.6	802	191	1	0	0	4.67943436364
0.7	801	191	1	0	0	4.67943436364
0.8	801	192	1	0	0	4.67943436364
0.9	802	192	1	0	0	4.67943436364
1.0	802	191	1	0	0	4.67943436364
1.1	800	191	1	0	0	4.67943436364
1.2	799	191	1	0	0	4.67943436364
1.3	800	193	1	0	0	4.67943436364
1.4	799	193	1	0	0	4.67943436364
1.5	797	192	1	0	0	4.67943436364
1.6	795	191	1	0	0	4.67943436364
1.7	796	192	1	0	0	4.67943436364
1.8	796	191	1	0	0	4.67943436364
1.9	797	190	1	0	0	4.67943436364
2.0	800	192	1	0	0	4.67943436364
2.1	803	192	1	0	0	4.67943436364
2.2	799	193	1	0	0	4.67943436364
2.3	803	195	1	0	0	4.67943436364
2.4	801	195	1	0	0	4.67943436364
2.5	800	195	1	0	0	4.67943436364
2.6	798	195	1	0	0	4.67943436364
2.7	799	195	1	0	0	4.67943436364
2.8	801	196	1	0	0	4.67943436364
2.9	801	194	1	0	0	4.67943436364
3.0	801	194	1	0	0	4.67943436364
3.1	800	194	1	0	0	4.67943436364
3.2	799	194	1	0	0	4.67943436364
3.3	801	195	1	0	0	4.67943436364
3.4	801	194	1	0	0	4.67943436364
3.5	797	195	1	0	0	4.67943436364
3.6	796	196	1	0	0	4.67943436364
3.7	796	197	1	0	0	4.67943436364
3.8	795	197	1	0	0	4.67943436364
3.9	797	200	1	0	0	4.67943436364
4.0	793	200	1	0	0	4.67943436364
4.1	795	199	1	0	0	4.67943436364
4.2	795	198	1	0	0	4.67943436364
4.3	797	196	1	0	0	4.67943436364
4.4	799	196	1	0	0	4.67943436364
4.5	800	197	1	0	0	4.67943436364
4.6	797	197	1	0	0	4.67943436364
4.7	796	197	1	0	0	4.67943436364
4.8	795	197	1	0	0	4.67943436364
4.9	796	196	1	0	0	4.67943436364
5.0	795	196	1	0	0	4.67943436364
5.1	795	197	1	0	0	4.67943436364
5.2	797	197	1	0	0	4.67943436364
5.3	797	197	1	0	0	4.67943436364
5.4	801	197	1	0	0	4.67943436364
5.5	802	196	1	0	0	4.67943436364
5.6	802	195	1	0	0	4.67943436364
5.7	802	196	1	0	0	4.67943436364
5.8	798	194	1	0	0	4.67943436364
5.9	800	194	1	0	0	4.67943436364
rep	6
t	n_Uninfected_nonCore	n_Uninfected_Core	n_Infected_nonCore	n_Infected_Core	newInfections	ViralLoad_mean
-2.0	810	194	0	0	0	0
-1.9	809	193	0	0	0	0
-1.8	808	193	0	0	0	0
-1.7	809	192	0	0	0	0
-1.6	811	193	0	0	0	0
-1.5	810	195	0	0	0	0
-1.4	810	195	0	0	0	0
-1.3	809	195	0	0	0	0
-1.2	814	196	0	0	0	0
-1.1	814	197	0	0	0	0
-1.0	815	197	0	0	0	0
-0.9	819	197	0	0	0	0
-0.8	821	198	0	0	0	0
-0.7	822	198	0	0	0	0
-0.6	822	200	0	0	0	0
-0.5	822	200	0	0	0	0
-0.4	823	200	0	0	0	0
-0.3	824	200	0	0	0	0
-0.2	822	199	0	0	0	0
-0.1	822	199	0	0	0	0
-6.23077978101e-14	819	199	0	1	0	5.16635417268
0.0999999999999	819	198	0	1	0	5.16635417268
0.2	816	197	0	1	0	5.16635417268
0.3	818	198	0	1	0	5.16635417268
0.4	819	198	0	1	0	5.16635417268
0.5	820	197	0	1	0	5.16635417268
0.6	817	198	0	1	0	5.16635417268
0.7	817	198	0	1	0	5.16635417268
0.8	816	199	0	1	0	5.16635417268
0.9	816	200	0	1	0	5.16635417268
1.0	816	200	0	1	0	5.16635417268
1.1	817	198	0	1	0	5.16635417268
1.2	817	198	0	1	0	5.16635417268
1.3	818	199	0	1	0	5.16635417268
1.4	819	198	0	1	0	5.16635417268
1.5	821	199	0	1	0	5.16635417268
1.6	821	200	0	1	0	5.16635417268
1.7	819	200	0	1	0	5.16635417268
1.8	816	201	0	1	0	5.16635417268
1.9	817	203	0	1	0	5.16635417268
2.0	819	202	0	1	1	5.16635417268
2.1	816	200	1	2	0	4.1322848494
2.2	816	198	1	4	0	4.48997579652
2.3	815	198	2	5	0	4.74007863241
2.4	817	197	2	7	0	4.77790282901
2.5	816	194	2	10	0	4.63800600889
2.6	816	194	2	10	1	4.63800600889
2.7	814	191	3	13	0	4.52745236761
2.8	810	188	4	15	1	4.56841747014
2.9	809	184	5	18	0	4.65710798507
3.0	809	182	5	20	0	4.69816455237
3.1	810	182	5	20	1	4.69816455237
3.2	810	180	6	23	0	4.73195449387
3.3	810	180	7	23	0	4.7190838237
3.4	810	179	8	25	0	4.81300783627
3.5	809	178	10	25	0	4.83531215455
3.6	810	177	10	26	0	4.8638529196
3.7	810	175	10	28	0	4.82145989257
3.8	811	175	10	28	0	4.82145989257
3.9	812	176	10	28	0	4.82145989257
4.0	814	177	10	28	0	4.82145989257
4.1	814	178	10	28	0	4.82145989257
4.2	809	177	10	28	0	4.82145989257
4.3	808	175	11	29	0	4.82731873659
4.4	809	173	12	31	1	4.80601330173
4.5	805	172	14	31	1	4.80499628289
4.6	805	172	15	31	0	4.78837697337
4.7	805	172	15	31	0	4.78837697337
4.8	806	171	15	33	0	4.78374587095
4.9	808	171	15	31	0	4.74269907344
5.0	809	169	15	33	1	4.75813607279
5.1	809	164	15	39	0	4.69716805832
5.2	811	164	15	38	1	4.70963942716
5.3	810	162	15	38	1	4.71243564965
5.4	810	163	16	38	0	4.71494845589
5.5	809	162	17	38	0	4.76074846966
5.6	807	161	18	39	1	4.79643221976
5.7	806	159	19	40	0	4.81535706184
5.8	804	157	20	41	0	4.86239472392
5.9	805	157	19	40	1	4.82659897625
6.0	804	153	18	42	0	4.85195484038
6.1	803	152	18	43	0	4.82384564092
6.2	798	151	19	43	0	4.79113417075
6.3	795	149	20	45	0	4.78728349788
6.4	796	147	20	45	0	4.77177802814
6.5	795	144	20	46	0	4.75915185815
6.6	796	140	19	48	0	4.74642534968
6.7	794	139	19	48	0	4.693944737
6.8	794	138	19	49	0	4.68605983333
6.9	794	139	19	49	1	4.68605983333
7.0	794	137	20	51	0	4.65350193011
7.1	793	136	20	51	1	4.62324514226
7.2	792	138	22	51	0	4.63933767269
7.3	791	138	23	51	1	4.66267692001
7.4	792	136	22	53	1	4.66746355612
7.5	794	135	22	53	0	4.68787507128
7.6	793	134	22	53	0	4.69134259688
7.7	790	132	22	53	0	4.68091350836
7.8	792	132	22	53	0	4.68091350836
7.9	793	131	22	52	0	4.65809521765
8.0	795	131	22	51	0	4.65143695446
8.1	792	129	22	53	0	4.67576829171
8.2	791	129	21	52	0	4.6405021253
8.3	790	129	20	52	0	4.62805752007
8.4	788	126	21	55	0	4.63422693796
8.5	791	125	21	55	0	4.63422693796
8.6	789	124	21	55	1	4.63079655588
8.7	791	121	21	59	0	4.62435094208
8.8	791	120	21	57	1	4.60172537968
8.9	791	119	21	57	0	4.5699405259
9.0	790	118	21	58	1	4.59203755805
9.1	791	118	22	59	0	4.57529130965
9.2	792	115	21	63	1	4.5587239833
